Initializing benchmark subset...
Discovered 2000 files for benchmarking.

--- RUNTIME ANALYSIS ---
Total files scanned: 2000
Total time elapsed:  12.6704 seconds
Throughput:          157.92 files/second
Findings discovered: 7395
------------------------
         7288097 function calls (7279784 primitive calls) in 14.357 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csv.py:1(<module>)
     2000    0.001    0.000    0.001    0.000 _base.py:151(__exit__)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
      361    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
      200    0.000    0.000    0.001    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.001    0.001 zipfile.py:1(<module>)
      409    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 iso2022_jp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 process.py:559(_check_system_limits)
     8002    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.001    0.001 cp932.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _policybase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gb18030.py:1(<module>)
       90    0.000    0.000    0.001    0.000 __init__.py:795(joinpath)
        1    0.000    0.000    0.001    0.001 cp949.py:1(<module>)
      467    0.000    0.000    0.001    0.000 typing.py:667(<genexpr>)
        1    0.000    0.000    0.001    0.001 big5hkscs.py:1(<module>)
       91    0.000    0.000    0.001    0.000 pathlib.py:868(__new__)
        1    0.000    0.000    0.001    0.001 text.py:1(<module>)
       92    0.000    0.000    0.001    0.000 pathlib.py:504(_from_parts)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       14    0.000    0.000    0.001    0.000 __init__.py:348(namedtuple)
      200    0.000    0.000    0.001    0.000 __init__.py:406(<genexpr>)
       73    0.000    0.000    0.001    0.000 typing.py:1537(copy_with)
        1    0.000    0.000    0.001    0.001 typing_objects.py:1(<module>)
     2000    0.001    0.000    0.001    0.000 __init__.py:25237(gen_id)
       13    0.000    0.000    0.001    0.000 _generate_schema.py:2210(_apply_annotations)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
       48    0.000    0.000    0.001    0.000 typing.py:2166(__class_getitem__)
       83    0.000    0.000    0.001    0.000 _parser.py:94(closegroup)
     4314    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
       13    0.000    0.000    0.001    0.000 enum.py:911(<listcomp>)
       41    0.000    0.000    0.001    0.000 typing.py:1770(__class_getitem__)
      184    0.000    0.000    0.001    0.000 pathlib.py:56(parse_parts)
        1    0.000    0.000    0.001    0.001 _typing_extra.py:1(<module>)
       59    0.000    0.000    0.001    0.000 functools.py:518(decorating_function)
      430    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
      361    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
     1015    0.000    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 clustering.py:1(<module>)
     1152    0.000    0.000    0.001    0.000 typing.py:2369(get_origin)
     2001    0.000    0.000    0.001    0.000 threading.py:273(_release_save)
     2000    0.001    0.000    0.001    0.000 _weakrefset.py:17(__init__)
      361    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
     1083    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
     2001    0.001    0.000    0.001    0.000 {method 'popitem' of 'dict' objects}
      583    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:1(<module>)
       14    0.000    0.000    0.001    0.000 inspect.py:2330(_signature_from_function)
     2758    0.000    0.000    0.001    0.000 {method 'update' of 'dict' objects}
2729/2723    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      583    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        9    0.000    0.000    0.000    0.000 __init__.py:798(children)
        1    0.000    0.000    0.000    0.000 __init__.py:454(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 sysconfig.py:527(_init_posix)
     6004    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      200    0.000    0.000    0.000    0.000 __init__.py:101(<genexpr>)
       33    0.000    0.000    0.000    0.000 typing.py:1583(__getitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:977(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:1(<module>)
       48    0.000    0.000    0.000    0.000 typing.py:2081(__init__)
        1    0.000    0.000    0.000    0.000 _generics.py:1(<module>)
       41    0.000    0.000    0.000    0.000 dataclasses.py:1142(_add_slots)
     2000    0.000    0.000    0.000    0.000 __init__.py:9360(__init__)
        1    0.000    0.000    0.000    0.000 mupdf.py:22209(reinit_singlethreaded)
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.reinit_singlethreaded}
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
      644    0.000    0.000    0.000    0.000 typing_extensions.py:1062(_get_typeddict_qualifiers)
     6599    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       27    0.000    0.000    0.000    0.000 typing.py:1597(__getitem_inner__)
     2000    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      147    0.000    0.000    0.000    0.000 __init__.py:178(sub)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
    18/13    0.000    0.000    0.000    0.000 _schema_generation_shared.py:82(__call__)
      394    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        8    0.000    0.000    0.000    0.000 inspect.py:3230(__str__)
     2006    0.000    0.000    0.000    0.000 connection.py:134(_check_closed)
        1    0.000    0.000    0.000    0.000 ccitt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
    25/24    0.000    0.000    0.000    0.000 _migration.py:264(wrapper)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
     2182    0.000    0.000    0.000    0.000 _parser.py:247(match)
        1    0.000    0.000    0.000    0.000 _cipheralgorithm.py:1(<module>)
     8725    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:938(start)
      602    0.000    0.000    0.000    0.000 mupdf.py:42518(__init__)
        1    0.000    0.000    0.000    0.000 header.py:1(<module>)
      425    0.000    0.000    0.000    0.000 __init__.py:82(find_spec)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:651(cache)
       21    0.000    0.000    0.000    0.000 dataclasses.py:845(_hash_add)
       21    0.000    0.000    0.000    0.000 typing_objects.py:60(_compile_identity_check_function)
        1    0.000    0.000    0.000    0.000 _import_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ccitt.py:74(CCITTG4Parser)
        1    0.000    0.000    0.000    0.000 pdftypes.py:41(DecipherCallable)
     4000    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       91    0.000    0.000    0.000    0.000 pathlib.py:757(joinpath)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
     1691    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1032(__exit__)
       13    0.000    0.000    0.000    0.000 fields.py:378(from_annotated_attribute)
      427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       21    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
        1    0.000    0.000    0.000    0.000 feedparser.py:1(<module>)
     1691    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1028(__enter__)
       50    0.000    0.000    0.000    0.000 enum.py:237(__set_name__)
       53    0.000    0.000    0.000    0.000 inspect.py:2769(__str__)
        1    0.000    0.000    0.000    0.000 image.py:1(<module>)
       91    0.000    0.000    0.000    0.000 pathlib.py:530(_make_child)
     4001    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       26    0.000    0.000    0.000    0.000 fields.py:228(__init__)
     2000    0.000    0.000    0.000    0.000 _base.py:398(__get_result)
       98    0.000    0.000    0.000    0.000 enum.py:356(__setitem__)
      322    0.000    0.000    0.000    0.000 dataclasses.py:827(_set_new_attribute)
      427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.000    0.000 data_structures.py:1(<module>)
      207    0.000    0.000    0.000    0.000 typing.py:245(_collect_parameters)
        1    0.000    0.000    0.000    0.000 __init__.py:421(PercentStyle)
        1    0.000    0.000    0.000    0.000 _osx_support.py:438(customize_config_vars)
     1401    0.000    0.000    0.000    0.000 _parser.py:170(append)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
       27    0.000    0.000    0.000    0.000 typing.py:1578(copy_with)
       13    0.000    0.000    0.000    0.000 fields.py:1169(Field)
      114    0.000    0.000    0.000    0.000 typing.py:301(_remove_dups_flatten)
     5133    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
     2092    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     1444    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        2    0.000    0.000    0.000    0.000 algorithms.py:1(<module>)
      972    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
     2002    0.000    0.000    0.000    0.000 connection.py:142(_check_writable)
      240    0.000    0.000    0.000    0.000 ccitt.py:45(add)
       70    0.000    0.000    0.000    0.000 dataclasses.py:394(_recursive_repr)
        1    0.000    0.000    0.000    0.000 process.py:286(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:149(EntryPoint)
      421    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:922(find_spec)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:1(<module>)
       88    0.000    0.000    0.000    0.000 typing.py:1817(__init_subclass__)
       61    0.000    0.000    0.000    0.000 inspect.py:1449(formatannotation)
        3    0.000    0.000    0.000    0.000 _typing_extra.py:314(get_model_type_hints)
     3027    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 encodingdb.py:85(EncodingDB)
       13    0.000    0.000    0.000    0.000 _generate_schema.py:2227(inner_handler)
     1592    0.000    0.000    0.000    0.000 _parser.py:158(__len__)
       13    0.000    0.000    0.000    0.000 fields.py:290(from_field)
      404    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        2    0.000    0.000    0.000    0.000 threading.py:849(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:173(search)
      324    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:1(<module>)
      160    0.000    0.000    0.000    0.000 enum.py:1503(__and__)
        3    0.000    0.000    0.000    0.000 typing.py:2812(__new__)
       18    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
       31    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
       23    0.000    0.000    0.000    0.000 __init__.py:2081(getLogger)
      819    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      299    0.000    0.000    0.000    0.000 _compiler.py:396(_simple)
     2029    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 pdfexceptions.py:1(<module>)
       50    0.000    0.000    0.000    0.000 typing.py:989(__init__)
     2225    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      200    0.000    0.000    0.000    0.000 __init__.py:107(read)
       13    0.000    0.000    0.000    0.000 typing.py:1612(__getitem__)
        1    0.000    0.000    0.000    0.000 pdf.py:25(PDF)
      335    0.000    0.000    0.000    0.000 enum.py:689(__call__)
      290    0.000    0.000    0.000    0.000 dataclasses.py:347(field)
      136    0.000    0.000    0.000    0.000 typing.py:1533(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 _osx_support.py:178(_supports_universal_builds)
       65    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 _osx_support.py:117(_get_system_version_tuple)
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
      165    0.000    0.000    0.000    0.000 inspect.py:2682(__init__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:86(_get_system_version)
        1    0.000    0.000    0.000    0.000 owner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
     4008    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       28    0.000    0.000    0.000    0.000 _known_annotated_metadata.py:107(expand_grouped_metadata)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2265(_IPv6Constants)
        3    0.000    0.000    0.000    0.000 typing.py:2888(__new__)
      134    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       23    0.000    0.000    0.000    0.000 __init__.py:1327(getLogger)
        1    0.000    0.000    0.000    0.000 glyphlist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _generate_schema.py:2421(new_handler)
       10    0.000    0.000    0.000    0.000 typing.py:1949(__instancecheck__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2189(__init__)
      602    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfObj_swiginit}
